title,url,description,genres
Everybody Loves Raymond,https://www.metacritic.com/tv/baby-talk/,"Based on the movie ""Look Whos's Talking"", this comedy centers in baby Mickey and his single mother.","['Comedy', '', 'Comedy']"
F/X: The Series,https://www.metacritic.com/tv/clarissa-explains-it-all/,"Clarissa Explains It All was a classic Nickelodeon sitcom that ran for 5 seasons and produced 65 episodes. Clarissa, as some preferred to call it, featured plot lines that teenagers can relate to. Clarissa's family members were her annoying little brother (Ferguson), her health nut mom (Janet), and her architect dad (Marshall). Her next ...","['Comedy', 'Family', '', '', 'Comedy', 'Family']"
Blue's Clues,https://www.metacritic.com/tv/harry-and-the-hendersons/,"Following a 1987 family movie ""Harry and the Hendersons,"" this series tells us the story of Harry, a Bigfoot who accidentally becomes a member of the Henderson family. The family almost runs down the poor bigfoot on the road, so they decide to take the creature to their home to help him recover. They name him Harry, and soon Harry dec...","['Comedy', 'Family', 'Fantasy', '', '', '', 'Comedy', 'Family', 'Fantasy']"
Superman,https://www.metacritic.com/tv/welcome-freshmen/,Welcome Freshmen was a comedy aimed at teens that took place at Hawthorne High School. It showed high school from different students points of view and how the students would dream about the way they wished high school was. The show was on Nickelodeon from 1991-1993.,"['Comedy', 'Family', '', '', 'Comedy', 'Family']"
The Jamie Foxx Show,https://www.metacritic.com/tv/maury/,"Maury Povich, who continues to post record ratings on his hit syndicated talk show Maury, returned Sept. 13, 2004, for a seventh season of NBC Universal Domestic Television's daily one-hour series. As always, Povich will continue to explore the compelling issues that impact teens, their parents, and society as a whole. A veteran journa...","['Comedy', 'Drama', 'Talk-Show', '', '', '', 'Comedy', 'Drama', 'Talk-Show']"
7th Heaven,https://www.metacritic.com/tv/stephen-kings-it/,"Stephen King's classic novel made for a terrifying mini-series about seven childhood friends whose lives are threatened by a demonic creature known as IT and how they try to put a stop to the killings he commits in routine. Twenty-seven years later, they must face him once again as they discovered that IT was not killed after all.","['Drama', 'Horror', 'Mystery', 'Thriller', '', '', '', '', 'Drama', 'Horror', 'Mystery', 'Thriller']"
Malcolm & Eddie,https://www.metacritic.com/tv/beverly-hills-90210/,"This long-running drama dealt with the experiences of a group of young people in Beverly Hills, CA as they navigated high school, college and ultimately the real world. The series focused on their travails as they tried to maintain their friendship while dealing with romances, family and personal crises, tragedies and countless drug addi...","['Drama', 'Romance', '', '', 'Drama', 'Romance']"
The Steve Harvey Show,https://www.metacritic.com/tv/cop-rock/,"This was one of two 1990 fall shows that featured music and singing in the storylines. Cop Rock featured the cops singing the storylines, hence the title. It lasted just one season.","['Comedy', 'Drama', 'Musical', '', '', '', 'Comedy', 'Drama', 'Musical']"
Kenan & Kel,https://www.metacritic.com/tv/the-civil-war/,"This award-winning documentary chronicled the people and events of the bloodiest conflict in US history. The Civil War broke new ground by blending archival photographs, unique cinematography, music, narration, and a chorus of voices to animate the key figures of the time. The addition of notable experts on the subject created not only a...","['Documentary', 'History', 'War', '', '', '', 'Documentary', 'History', 'War']"
The Big Easy,https://www.metacritic.com/tv/evening-shade/,"This gentle rural sitcom, Evening Shade, starred Burt Reynolds as Wood Newton, an ex-pro football star who returned to his Arkansas home town of Evening Shade to coach the high school football team (the Mules), which had not won a game for two years. His wife Ava was elected the town's prosecuting attorney while pregnant with the couple'...","['Comedy', '', 'Comedy']"
Arli$$,https://www.metacritic.com/tv/the-flash/,"The Flash is the story of Barry Allen, a police scientist who is the victim of a freak accident. While working late, his lab is hit by lightning. The blast shatters a number of vials, so Barry is both electrocuted and bathed in dozens of chemicals. When he recovers, Barry finds that he has gained the ability to move at almost impossible ...","['Action', 'Crime', 'Fantasy', 'Sci-Fi', '', '', '', '', 'Action', 'Crime', 'Fantasy', 'Sci-Fi']"
The Daily Show,https://www.metacritic.com/tv/new-kids-on-the-block/,"Way back when The New Kids On The Block were cool, they had their own short-lived Saturday morning show. Appealing to rabid teenage girls, this show dealt with The New Kids trying to run away from fans and get to the gig on time. This show is considered a cheesy cartoon classic and lives on in the hearts of many.","['Animation', 'Adventure', 'Family', 'Music', '', '', '', '', 'Animation', 'Adventure', 'Family', 'Music']"
The Rosie O'Donnell Show,https://www.metacritic.com/tv/bill-teds-excellent-adventures/,"Bill and Ted are the lead singers of the would-be rock band ""Wyld Stallyns"". In the future, the music produced by the ""Wyld Stallyns "" will unify all the nations of earth, ushering in a new age of peace and groovy prosperity. To ensure Bill and Ted stay on the right path to success, the overseers of the future send an agent, Rufus, t...","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi', '', '', '', '', '', '', 'Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
Forensic Files,https://www.metacritic.com/tv/law-order/,"Created by Dick Wolf, Law & Order splits its television hour into two parts - the law, a police procedural, and order, a legal drama.","['Crime', 'Drama', 'Mystery', 'Thriller', '', '', '', '', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Profit,https://www.metacritic.com/tv/the-fresh-prince-of-bel-air/,"A wealthy family living in Bel-Air, California, receives a dubious gift from their poorer relations in Philadelphia when Grammy Award-winner Will Smith arrives as The Fresh Prince Of Bel-Air. His mother wants him to learn some good old-fashioned values from his successful relatives. But Will shatters the sophisticated serenity of Bel-Air...","['Comedy', '', 'Comedy']"
Kindred: The Embraced,https://www.metacritic.com/tv/uncle-buck/,This series was a spin of the movie feature that was written and directed by John Hughes and starred John Candy. The series continues the story of a uncle who was chosen to look after his nieces and nephews.,"['Comedy', '', 'Comedy']"
E! True Hollywood Story,https://www.metacritic.com/tv/talespin/,"In this next related spin-off to The Jungle Book. Baloo the Bear stars in an adventurous comedy of love, fights, situations and exciting adventures with his life along with a new friend named Kit Cloudkicker. The two spend so much time with each other, Kit always calls Baloo his papa bear because he loves him as his father. With that you...","['Animation', 'Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Mystery', '', '', '', '', '', '', '', '', '', 'Animation', 'Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Mystery']"
Nash Bridges,https://www.metacritic.com/tv/parker-lewis-cant-lose/,Welcome to the Parker Lewis Can't Lose guide.,"['Comedy', 'Fantasy', '', '', 'Comedy', 'Fantasy']"
Dexter's Laboratory,https://www.metacritic.com/tv/the-new-adventures-of-he-man/,"The New Adventures of He-Man saw the legendary defender of Eternia summoned to the future planet of Primus in their battle against the Evil Mutants from the sister planet of Denebria, lead by Flogg. However He Man's old enemy Skeletor followed him to the future and allied himself with the Mutants to wage a new war against all that is goo...","['Animation', 'Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi', '', '', '', '', '', '', 'Animation', 'Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']"
Boston Common,https://www.metacritic.com/tv/ferris-bueller/,"This series was based on the hit 1986 movie Ferris Bueller's Day Off, starring Matthew Broderick. However, the series wasn't treated as a continuation of the film. In fact, the movie was referenced in the first episode when Ferris implied that he wasn't too thrilled with the choice of Broderick to portray him. Ferris Bueller hit the a...","['Comedy', '', 'Comedy']"
The Dana Carvey Show,https://www.metacritic.com/tv/parenthood-1990/,"Based on the 1989 Steve Martin film, Parenthood is about grandparents Frank and Marilyn Buckman, their children, and their children's children.","['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
Muppets Tonight,https://www.metacritic.com/tv/northern-exposure/,"Dr. Joel Fleischman (Rob Morrow) graduated from Columbia University medical school where he attended thanks to a scholarship from the state of Alaska. Though he was slated to work in Anchorage, instead he gets assigned to be the General Practitioner the tiny Alaskan town, Cicely, to pay for his education. The location is remote, the peo...","['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
Silent Witness,https://www.metacritic.com/tv/dream-on/,"Dream On is an adult situation comedy about Martin Tupper, whose life is full of colorful characters. While Martin goes on numerous dates, he still has time for his family and best friend (Eddie Charles).","['Comedy', '', 'Comedy']"
VH1 Storytellers,https://www.metacritic.com/tv/blossom/,"Blossom (Mayim Bialik), the only girl in her family, lives with her two brothers, Anthony (Michael Stoyanov) and Joey (Joey Lawrence), and her father Nick (Ted Wass). Blossom deals with the daily trials and tribulations of teenage life intelligently and while having as much fun as possible; all with the help of her best friend, Six (Jenn...","['Comedy', 'Drama', 'Family', '', '', '', 'Comedy', 'Drama', 'Family']"
Remember WENN,https://www.metacritic.com/tv/waiting-for-god/,,"['Comedy', '', 'Comedy']"
Moesha,https://www.metacritic.com/tv/brewster-place/,"Brewster's Place is a modern day intake of the generation of people living Brewster's Place. This series was inspired the original concept "" The Women of Brewster's Place"" a feature film with stars such as Jackee Harry, Lynn Whitfield, and Oprah Winfrey. The film was such a perceived success that the creators of the series decided that...","['Drama', '', 'Drama']"
3rd Rock from the Sun,https://www.metacritic.com/tv/wings/,"The series Wings, could best be described as Cheers 2, as it followed much the same pattern as the other series did. The similarities are numerous, such as both being easy going character comedies and being produced by the same team (David Angell, Peter Casey and David Lee). The main difference being the setting. Instead of a Boston bar ...","['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
Hetty Wainthropp Investigates,https://www.metacritic.com/tv/working-girl/,"Working Girl is another hit movie that failed as a tv series. The 1988 film starred Melanie Griffith in the title role, with Sigourney Weaver as her insufferable boss, but the tv series had to settle for more lesser known talent. Tess, the spunky, independent secretary portrayed here by newcomer ""Sandra Bullock"" who suddenly becomes a ju...","['Comedy', '', 'Comedy']"
Molto Mario,https://www.metacritic.com/tv/in-living-color/,"In Living Color was the brainchild of Keenen Ivory Wayans, the eldest acting sibling of a large and extremely talented family whose guidance toward his brothers and sisters would help shape his creation into something truly memorable, the likes of which had never been seen prior on US television.In 1989, Keenen set about making a pilot e...","['Comedy', 'Music', '', '', 'Comedy', 'Music']"
America's Dumbest Criminals,https://www.metacritic.com/tv/twin-peaks/,"""She's dead. Wrapped in plastic."" Date: Friday, February 24, 1989: Homecoming Queen Laura Palmer is found dead, washed up on a riverbank, wrapped in plastic sheeting. FBI Special Agent Dale Cooper is called in to investigate the murder of this young woman in the small, Northwestern town of Twin Peaks. What he doesn't know is that in T...","['Crime', 'Drama', 'Mystery', 'Thriller', '', '', '', '', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Ace Ventura: Pet Detective,https://www.metacritic.com/tv/bagdad-cafe/,"Whoopi Goldberg's first network sitcom, she played the owner of a desert hotel cafe with Jean Stapleton playing her best friend.Based on the 1987 film of the same name.","['Comedy', '', 'Comedy']"
Little Bear,https://www.metacritic.com/tv/the-outsiders/,"Based on the award-winning book by S.E. Hinton and the film by Francis Coppola, comes the TV series of ""The Outsiders"". The story of the Curtis brothers, Darry, Soda Pop, and Pony Boy, struggling to make it as a family. According to Ponyboy, there's two kinds of people in the world: greasers and socs. A soc (short for ""social"") has m...","['Drama', '', 'Drama']"
Mr. Show with Bob and David,https://www.metacritic.com/tv/elvis/,"An interesting look at the early years of the king of rock and roll, Elvis Presley (Michael St. Gerard). St. Gerard lip-syncs to country singer Ronnie McDowell. Despite overwhelmingly good criticism, the series was cancelled due to poor ratings.","['Biography', 'Drama', 'Music', '', '', '', 'Biography', 'Drama', 'Music']"
Dumb and Dumber,https://www.metacritic.com/tv/one-foot-in-the-grave/,"Victor Meldrew, a man who, put simply, is annoyed by every one of life's 'challenges' and when forced to take early retirement, he suddenly has plenty of time on his hands to rage against the petty annoyances of life and the people in it. Victor (Richard Wilson) has more than his fair share of complete and total idiots causing mayhem in ...","['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
Goosebumps,https://www.metacritic.com/tv/get-a-life/,A 30-something guy still lives with his parents and works as a paperboy and tries to avoid growing up and being responsible at all costs.,"['Comedy', 'Fantasy', '', '', 'Comedy', 'Fantasy']"
MADtv,https://www.metacritic.com/tv/the-simpsons/,"Originally created by cartoonist Matt Groening, ""Our Favorite Family,"" has graced the small screen in one form or another for over 20 years. The Simpson family first appeared on television as the subjects of interstitial ""shorts"" on The Tracey Ullman Show in April of 1987. The Simpsons remained a staple on The Tracey Ullman Show for thre...","['Animation', 'Comedy', '', '', 'Animation', 'Comedy']"
Wishbone,https://www.metacritic.com/tv/paddington-bear/,"Although Paddington now lives in London, England, he originally came from Darkest Peru where he was brought up by his Aunt Lucy after he was orphaned following an earthquake when he was just a few weeks old. When Aunt Lucy went to live in the Home for Retired Bears in Lima, she decided to send him to England to live. After teaching hi...","['Animation', '', 'Animation']"
Flipper,https://www.metacritic.com/tv/americas-funniest-home-videos/,America's Funniest Home Videos is ABC's longest-running comedy series. The show began with original host Bob Saget (Full House)The series was an instant sensation on Sunday nights and ran for seven successful seasons. The show was re-launched with new hosts John Fugelsang (a stand up comedian with a one man show called Junk Male) & Dais...,"['Comedy', 'Family', 'Reality-TV', '', '', '', 'Comedy', 'Family', 'Reality-TV']"
Baywatch Nights,https://www.metacritic.com/tv/dragnet-1989/,"Dragnet (1989) was a syndicated revival of the classic Dragnet (1951) and Dragnet (1967) series, which were based on the 1949 radio drama, all of which starred Jack Webb as LAPD detective Joe Friday. Webb died in 1982, however, and this revival decided not to re-cast his famous character. Instead, the 1989-1990 series, also known as Dr...","['Comedy', 'Crime', 'Drama', '', '', '', 'Comedy', 'Crime', 'Drama']"
Space: Above and Beyond,https://www.metacritic.com/tv/baywatch/,Lifeguards (and beautiful ones at that) patrol the beaches in sunny California.,"['Action', 'Adventure', 'Crime', 'Drama', 'Romance', '', '', '', '', '', 'Action', 'Adventure', 'Crime', 'Drama', 'Romance']"
The Hardy Boys,https://www.metacritic.com/tv/family-matters/,"A perfect spin-off from Perfect Strangers: Family Matters focused on Harriet Winslow (the elevator operator from the Chronicle) and her family of sorts. Carl Winslow, her husband, was a dutiful cop, and a gruff and lovable father to three kids: Eddie Winslow, the rebel son; Laura Winslow, the smart-aleck daughter; and cute little Judy Wi...","['Adventure', 'Comedy', 'Drama', 'Family', 'Sci-Fi', '', '', '', '', '', 'Adventure', 'Comedy', 'Drama', 'Family', 'Sci-Fi']"
JAG,https://www.metacritic.com/tv/hardball-1989/,"Another of the buddy cop shows using the formula of an old cop with an unorthodox young cop. Created by Robert Palm, Hardball is the story of Charlie Battles, a 45-year-old by-the-book cop who's told he must soon take a desk job or face a forced retirement. Charlie doesn't feel his age, he can still play hardball with the youngest of the...","['Action', 'Crime', 'Drama', '', '', '', 'Action', 'Crime', 'Drama']"
American Gothic,https://www.metacritic.com/tv/doogie-howser-md/,"Doogie Howser showed the coming of age of a teenage genius who was a board-certified surgeon by the time he was 16. At that tender age, Doogie (a childhood nickname for ""Douglas"") has to balance life with his parents and contemporaries and the demands of a career that's stressful even for adults. He has help and support from understan...","['Comedy', 'Drama', 'Family', '', '', '', 'Comedy', 'Drama', 'Family']"
Caroline in the City,https://www.metacritic.com/tv/alien-nation-1989/,"""That was the scene in California's Mojave Desert five years ago - our historic first view of the Newcomers' ship. Theirs was a slave ship, carrying a quarter million beings bred to adapt and labour in any environment. But they'd washed ashore on Earth, with no way to get back to where they came from. And in the last five years, the Newc...","['Crime', 'Drama', 'Sci-Fi', '', '', '', 'Crime', 'Drama', 'Sci-Fi']"
The Single Guy,https://www.metacritic.com/tv/major-dad/,"Major Dad follows the story of the single, dedicated marine Major John D. MacGillis, whose life completely changed when he met, fell in love with, and married reporter Polly Cooper who had come to interview him for an article critical of the marines. They were opposites: he was orderly, she was not, he was conservative, she was liberal, ...","['Comedy', 'Family', '', '', 'Comedy', 'Family']"
Murder One,https://www.metacritic.com/tv/sister-kate/,This show starred Stephanie Beacham as a nun named Kate who took in orphans that couldn't get adopted.,"['Comedy', 'Family', '', '', 'Comedy', 'Family']"
The Client,https://www.metacritic.com/tv/life-goes-on/,"Meet the Thatchers, Drew, Libby, Becca, and Corky. Corky suffers from Down Syndrome. The show dealt with many issues. Some of which included drinking, sex, and HIV in the third season when Becca started dating a man that was HIV positive. Drew also had a daughter from a previous marriage, whose name was Paige.","['Drama', '', 'Drama']"
Central Park West,https://www.metacritic.com/tv/the-karate-kid/,"Based on the three hit movies of the 80's, NBC had the Saturday morning series. Mr. Myagi, Daniel & his girlfriend, Taki, travel the world for martial arts adventure. The actors who voiced Daniel & Taki (Joey Dedio & Janice Kawaye) would also do another cartoon series for DIC, Captain Planet.","['Animation', 'Action', 'Adventure', 'Comedy', 'Family', '', '', '', '', '', 'Animation', 'Action', 'Adventure', 'Comedy', 'Family']"
The Drew Carey Show,https://www.metacritic.com/tv/beetlejuice/,"Based on the Tim Burton fim Beetlejuice (1988), this series borrowed several characters and concepts from the movie but took great liberties with them (as was necessary to create a program suitable for children). Beetlejuice is a ghost from ""The Neitherworld,"" the land of the dead - he's a trickster and a swindler, but underneath it all...","['Animation', 'Unknown', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Horror', '', '', '', '', '', '', '', 'Animation', 'Unknown', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Horror']"
Ned and Stacey,https://www.metacritic.com/tv/the-legend-of-zelda/,"The Legend of Zelda is based on the Nintendo game of the same name. Link, the hero of Hyrule, along with Princess Zelda protect the Triforce of Wisdom from the evil forces of Ganon.","['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', '', '', '', '', '', '', 'Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
Sailor Moon,https://www.metacritic.com/tv/saved-by-the-bell/,"Saved By the Bell focused on Zack Morris and his friends: Samuel ""Screech"" Powers, Kelly Kapowski, Jessie Spano, A.C. Slater and Lisa Turtle. They had adventures and funny moments at Bayside High School in Palisades, California. They often tried to fool the gullible principal, Mr. Richard Belding, but also sometimes got advice from him. ...","['Comedy', 'Family', 'Romance', '', '', '', 'Comedy', 'Family', 'Romance']"
Pinky and the Brain,https://www.metacritic.com/tv/seinfeld/,"This is a show about nothing; however, for a show about nothing, this show has many complex plots, sub-plots, is very well written and put together. So much so that until the public caught onto the series, the television critics were responsible for helping to keep it alive. The critics further went on and made the series victorious in e...","['Comedy', '', 'Comedy']"
Xena: Warrior Princess,https://www.metacritic.com/tv/doctor-doctor/,"Doctor, Doctor chronicles the exploits of four doctors who formed the Northeast Medical Partners. After completing their Harvard medical schooling and residencies they all got together and setup their own partnership in Providence, Rhode Island. The focal point of the series is Mike Stratford, a semi-psychotic doctor who has a passio...","['Comedy', '', 'Comedy']"
WCW Monday Nitro,https://www.metacritic.com/tv/tales-from-the-crypt/,"Based on the legendary and gruesome 1950's EC Comics from publisher, William M. Gaines, this horror anthology featured stories of murder, greed, lust, gore and the supernatural, with touches of humor sprinkled throughout, usually with a twist ending of sorts. Some of Hollywood's biggest names including Demi Moore, Tom Hanks, Arnold Schwa...","['Comedy', 'Crime', 'Horror', 'Thriller', '', '', '', '', 'Comedy', 'Crime', 'Horror', 'Thriller']"
Road Rules,https://www.metacritic.com/tv/rescue-911/,"Rescue 911 was a reality show hosted by William Shatner. The show consisted of re-enactments of real life emergency situations and documentaries of hospitals, police, and firefighters. The show ran for seven seasons on CBS from 1989 to 1996.","['Documentary', '', 'Documentary']"
"Dr. Katz, Professional Therapist",https://www.metacritic.com/tv/red-dwarf/,"3 Million Years from Earth, the mining ship Red Dwarf Its crew: Dave Lister, the last crew member alive Arnold Rimmer, a hologram simulation of his dead bunkmate Cat, a humanoid, evolved from Lister's cat. Additional: The ship's crew has come across new members: Kryten, a series 4000 mechanoid rescued from the Nova 5 Navigation Of...","['Comedy', 'Sci-Fi', '', '', 'Comedy', 'Sci-Fi']"
The Langoliers,https://www.metacritic.com/tv/quantum-leap/,"""Theorizing that one could time travel within his own lifetime, Dr. Sam Beckett stepped into the Quantum Leap accelerator and vanished. He woke to find himself trapped in the past, facing mirror images that were not his own and driven by an unknown force to change history for the better. His only guide on this journey is Al, an observe...","['Action', 'Adventure', 'Drama', 'Mystery', 'Sci-Fi', '', '', '', '', '', 'Action', 'Adventure', 'Drama', 'Mystery', 'Sci-Fi']"
Legend,https://www.metacritic.com/tv/cops-1989/,"Now known as the original reality series, COPS hit the airwaves in early 1989, putting camera crews in police cars all across the United States. Adopting the Cinema Verité style of documentary filming, COPS uses no narration, depending completely on the police officers and the footage shot as it happens to tell the story. Still one of...","['Action', 'Crime', 'Reality-TV', '', '', '', 'Action', 'Crime', 'Reality-TV']"
The Outer Limits,https://www.metacritic.com/tv/anything-but-love/,"Anything but Love was the story of Hannah Miller and her relationship with Marty Gold. After they meet Marty gets Hannah a job in research at the magazine where he works. Hannah, an aspiring writer, sees this as an opportunity to get into the business. The show was created by Wendy Kout and developed by Dennis Koenig. Creative differe...","['Comedy', '', 'Comedy']"
Sliders,https://www.metacritic.com/tv/chip-n-dale-rescue-rangers/,"Chip 'N Dale Rescue Rangers was mainly about Chip and Dale's adventures in fighting crimes that the police think are too small to handle. Together, with the help of Gadget Hackwrench, the inventive and industrious girl mouse, a blue fly named Zipper, and Monterey Jack, a husky, strong mouse with a killer addiction for cheese, they match ...","['Animation', 'Action', 'Adventure', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Mystery', 'Sci-Fi', '', '', '', '', '', '', '', '', '', 'Animation', 'Action', 'Adventure', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Mystery', 'Sci-Fi']"
NewsRadio,https://www.metacritic.com/tv/coach/,Coach airs on the USA network; reruns also air in syndication. Check Local Listings Nielsen Ratings: (Top 30 or Better) #18 in the 1989- 1990 Season #18 in the 1990- 1991 Season #10 in the 1991- 1992 Season #6 in the 1992- 1993 Season #6 in the 1993- 1994 Season #15 in the 1995- 1996 Season,"['Comedy', 'Sport', '', '', 'Comedy', 'Sport']"
VR.5,https://www.metacritic.com/tv/bl-stryker/,"Burt Reynolds who hadn't been on network television since Dan August was last broadcast in 1971 returned to television as part of ABC's reviving of the rotating mystery movie idea. The show debuted the week after Peter Falk returned as Columbo. It was a triumphant return for Burt as well, the premiere episode had an 18.8 rating and a 30 ...","['Mystery', '', 'Mystery']"
The Marshal,https://www.metacritic.com/tv/a-man-called-hawk/,"A Man Called Hawk is a spin-off of the Robert Urich drama Spenser: For Hire. Hawk, played by Avery Brooks, moves back to his hometown of Washington, D.C. Hawk is tough and streetwise, a man who is erudite with a booming baritone voice who dresses fly while fighting crime -- despite the fact that he lacks the ""official"" credentials to do ...","['Drama', 'Action', '', '', 'Drama', 'Action']"
Star Trek: Voyager,https://www.metacritic.com/tv/father-dowling-mysteries/,The show began as an NBC Made for TV Movie in 1987 and the show was to have begun weekly in 1988 though because of a writer's strike in 1988 it didn't begin weekly until 1989. After it's 1st season the show left NBC and ABC took the show from 1990 until 1991. The show was based upon characters from The Father Dowling Mystery books writte...,"['Comedy', 'Crime', 'Mystery', '', '', '', 'Comedy', 'Crime', 'Mystery']"
Hercules: The Legendary Journeys,https://www.metacritic.com/tv/the-arsenio-hall-show/,"""The Arsenio Hall Show"" was a talk show hosted by Arsenio Hall. Michael Wolff was the band leader. Frequent regular guests include: Bill Cosby, Barry Manilow and Richard Dean Anderson. The show ran 60 minutes every night starting at 11:30 EST. One of the best known episodes is the one in which then Governor Bill Clinton played his sax...","['Comedy', 'Family', 'Music', 'Talk-Show', '', '', '', '', 'Comedy', 'Family', 'Music', 'Talk-Show']"
The Wayans Bros.,https://www.metacritic.com/tv/eureekas-castle/,"The day to day life of the muppet-like inhabitants of a wind-up music box castle. This Castle is named Eureeka's Castle and it's owned by a giant. Of the inhabitants there's Eureeka, a young sorceress in training, Batty an egotistical bumbling bat, Magellan a one toothed dragon that has a tail with a mind of it's own, Bog and Quagmire ot...","['Comedy', 'Family', 'Fantasy', 'Music', '', '', '', '', 'Comedy', 'Family', 'Fantasy', 'Music']"
Get Smart (1995),https://www.metacritic.com/tv/murphy-brown/,"Murphy Brown was created by Diane English. Murphy is the star reporter on a news magazine show called FYI. The show is based in Washington DC, which gives the FYI team more than enough material to work with. Murphy lives in a townhouse that she has been having repainted for the duration of the series, Eldin the painter may never finish t...","['Comedy', '', 'Comedy']"
TekWar,https://www.metacritic.com/tv/murphys-law-1988/,"Daedalus Patrick Murphy (George Segal) is a big city insurance investigator with a history of alcoholism, bankruptcy and unstable relationships. And he's the good guy in this series. His roommate is Kimiko Fannuchi (Maggie Han), a gorgeous Eurasian model -- or pinup girl, depending on who's talking to. Kimi would like to be a top model...","['Crime', 'Drama', '', '', 'Crime', 'Drama']"
Cybill,https://www.metacritic.com/tv/dirty-dancing/,"Love story meets comedy in yet another attempt to transfer a popular movie to TV. The setting is a summer resort in upstate New York's Catskill Mountains. Patrick Cassidy replaces Patrick Swayze as Johnny Castle, a dance instructor at the resort. The 17-year old daughter of the resorts owner falls in love with him, greatly frustrating t...","['Drama', 'Romance', '', '', 'Drama', 'Romance']"
Taxicab Confessions,https://www.metacritic.com/tv/mission-impossible-1988/,"In this update of the original 60's series, Peter Graves returns as Jim Phelps, head of the Impossible Missions Force (IMF). Brought out of retirement by the death of his successor and protege, he brings together a team of four skilled operatives and leads them as they travel the globe conducting ""impossible"" covert missions forthe U.S. ...","['Action', 'Adventure', 'Crime', 'Drama', 'Sci-Fi', 'Thriller', '', '', '', '', '', '', 'Action', 'Adventure', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']"
Street Fighter,https://www.metacritic.com/tv/roseanne/,"Roseanne was one of the most successful series of the late '80s and early '90s. It always received great ratings and was awarded with 4 Emmys, 3 Golden Globes and 4 American Comedy Awards. The show ran from 1988 to 1997 and ended with one of the most original (and confusing for some) endings in TV history.Set in small town Lanford Illino...","['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
The Jeff Foxworthy Show,https://www.metacritic.com/tv/the-kids-in-the-hall/,"Get ready for sketch comedy...Canadian style! The Kids In The Hall are a hilarious sketch comedy troupe. They got their name from a comedian named Jack Benny, who would often end a joke by saying: ""I got this from the kids in the hall"", referring to the amateur comedians who would hang around outside his office. KITH was formed in 1...","['Comedy', '', 'Comedy']"
Spider-Man,https://www.metacritic.com/tv/freddys-nightmares/,"Based on the Nightmare on Elm Street film series, Freddy's Nightmares: A Nightmare on Elm Street the Series is an anthology show hosted by Freddy Krueger. Krueger sometimes appeared in the episodes, but often he just hosted the strange, Twilight Zone-like stories about the residents of Springwood's nightmares. Episodes consist of two s...","['Horror', 'Thriller', '', '', 'Horror', 'Thriller']"
The Vicar of Dibley,https://www.metacritic.com/tv/empty-nest/,"Empty Nest was a spinoff of The Golden Girls. Created by Susan Harris (Soap, Benson, The Golden Girls) this series centered around Dr. Harry Weston. A recent widow, Harry had to deal with going on with his life without his late wife, Libby. Fortunatly he had his practice (he's a pediatrician) as well as his two daughters, Carol ...","['Comedy', 'Drama', 'Family', '', '', '', 'Comedy', 'Drama', 'Family']"
Earth 2,https://www.metacritic.com/tv/the-adventures-of-superboy/,This TV series was based on the teenage Clark Kent attending college while trying to sweep Lana Lang off her feet. Though you might think it is similar to the current Superman incarnation 'Smallville' but this series also followed the teenage years of Superman himself (Dubbed at this point 'the Boy of Steel'),"['Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi', '', '', '', '', '', 'Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']"
Gargoyles,https://www.metacritic.com/tv/baby-boom/,Kate Jackson takes over Diane Keaton's role from the hit movie of the same name. She plays a Harvard-educated attorney who has to deal with the many changes that motherhood brings.,"['Comedy', '', 'Comedy']"
The Secret World of Alex Mack,https://www.metacritic.com/tv/a-pup-named-scooby-doo/,"For more than a decade, it looked as if this would be the final weekly Scooby Doo series. Following the unsuccessful run of The 13 Ghosts of Scooby-Doo, the creators went back to the drawing board and turned the original ""Mystery Inc."" characters into small children, who now worked under the title of ""The Scooby Doo Detective Agency."" ...","['Animation', 'Adventure', 'Comedy', 'Family', 'Mystery', '', '', '', '', '', 'Animation', 'Adventure', 'Comedy', 'Family', 'Mystery']"
